01/11/2024 01:58:38 23.75C, 22.50C, 24.00C, 23.44C, 23.50C, 23.38C
01/11/2024 02:22:02 32.56C, 32.88C, 33.56C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:04 32.56C, 32.88C, 33.56C, 34.31C, 34.00C, 29.94C
01/11/2024 02:22:07 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:09 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.88C
01/11/2024 02:22:12 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.88C
01/11/2024 02:22:14 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:17 32.56C, 32.88C, 33.63C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:19 32.56C, 32.94C, 33.63C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:21 32.63C, 32.94C, 33.63C, 34.38C, 34.00C, 29.94C
01/11/2024 02:22:24 32.63C, 32.88C, 33.69C, 34.44C, 34.00C, 29.88C
01/11/2024 02:22:26 32.63C, 32.88C, 33.69C, 34.44C, 34.00C, 29.88C
01/11/2024 02:22:29 32.56C, 32.94C, 33.69C, 34.44C, 34.06C, 29.88C
01/11/2024 02:22:31 32.63C, 32.94C, 33.69C, 34.44C, 34.00C, 29.94C
01/11/2024 02:22:34 32.63C, 32.94C, 33.69C, 34.44C, 34.06C, 29.88C
01/11/2024 02:22:36 32.56C, 32.94C, 33.69C, 34.44C, 34.06C, 29.88C
01/11/2024 02:22:38 32.56C, 32.94C, 33.69C, 34.44C, 34.06C, 29.88C
01/11/2024 02:22:41 32.56C, 32.94C, 33.63C, 34.50C, 34.06C, 29.88C
01/11/2024 02:22:43 32.56C, 32.94C, 33.69C, 34.50C, 34.06C, 29.94C
01/11/2024 02:22:46 32.56C, 32.94C, 33.69C, 34.50C, 34.06C, 29.94C
01/11/2024 02:22:48 32.56C, 32.94C, 33.69C, 34.50C, 34.06C, 29.88C
01/11/2024 02:22:50 32.56C, 32.94C, 33.69C, 34.50C, 34.06C, 29.88C
01/11/2024 02:22:53 32.63C, 32.94C, 33.69C, 34.50C, 34.06C, 29.88C
01/11/2024 02:22:55 32.63C, 32.94C, 33.69C, 34.50C, 34.06C, 29.88C
01/11/2024 02:22:58 32.63C, 32.94C, 33.69C, 34.50C, 34.06C, 29.88C
01/11/2024 02:23:00 32.63C, 32.94C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:03 32.63C, 32.94C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:05 32.63C, 32.94C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:07 32.63C, 32.94C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:10 32.63C, 32.94C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:12 32.63C, 32.88C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:15 32.63C, 32.94C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:17 32.63C, 32.94C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:20 32.63C, 32.88C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:22 32.63C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:24 32.63C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:27 32.63C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:29 32.63C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:32 32.69C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:34 32.63C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:36 32.69C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:39 32.69C, 32.88C, 33.69C, 34.63C, 34.06C, 29.88C
01/11/2024 02:23:41 32.69C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:44 32.63C, 32.88C, 33.69C, 34.63C, 34.00C, 29.88C
01/11/2024 02:23:46 32.69C, 32.88C, 33.75C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:49 32.63C, 32.88C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:51 32.63C, 32.88C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:53 32.63C, 32.88C, 33.69C, 34.56C, 34.00C, 29.88C
01/11/2024 02:23:56 32.63C, 32.88C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:23:58 32.63C, 32.94C, 33.69C, 34.56C, 34.06C, 29.88C
01/11/2024 02:24:01 32.63C, 32.94C, 33.69C, 34.56C, 34.00C, 29.94C
01/11/2024 02:24:03 32.63C, 32.94C, 33.69C, 34.63C, 34.06C, 29.94C
01/11/2024 02:24:06 32.63C, 32.88C, 33.69C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:08 32.63C, 32.94C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:10 32.69C, 32.94C, 33.69C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:13 32.69C, 32.88C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:15 32.69C, 32.94C, 33.69C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:18 32.69C, 32.94C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:20 32.69C, 32.94C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:23 32.69C, 32.94C, 33.69C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:25 32.69C, 32.94C, 33.69C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:27 32.69C, 32.94C, 33.69C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:30 32.69C, 32.94C, 33.75C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:32 32.69C, 32.94C, 33.69C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:35 32.69C, 32.94C, 33.75C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:37 32.69C, 32.94C, 33.75C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:39 32.69C, 32.94C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:42 32.69C, 32.94C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:24:44 32.69C, 32.94C, 33.69C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:47 32.69C, 33.00C, 33.75C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:49 32.69C, 32.94C, 33.75C, 34.50C, 34.13C, 29.94C
01/11/2024 02:24:52 32.69C, 32.94C, 33.75C, 34.50C, 34.06C, 29.94C
01/11/2024 02:24:54 32.69C, 32.94C, 33.75C, 34.44C, 34.06C, 29.94C
01/11/2024 02:24:56 32.69C, 32.94C, 33.75C, 34.50C, 34.13C, 29.94C
01/11/2024 02:24:59 32.69C, 32.94C, 33.75C, 34.44C, 34.13C, 29.94C
01/11/2024 02:25:01 32.75C, 33.00C, 33.69C, 34.44C, 34.06C, 29.94C
01/11/2024 02:25:04 32.69C, 32.94C, 33.75C, 34.44C, 34.06C, 30.00C
01/11/2024 02:25:06 32.69C, 33.00C, 33.75C, 34.44C, 34.06C, 29.94C
01/11/2024 02:25:09 32.75C, 33.00C, 33.69C, 34.44C, 34.06C, 30.00C
01/11/2024 02:25:11 32.69C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:13 32.75C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:16 32.75C, 33.00C, 33.75C, 34.44C, 34.06C, 30.00C
01/11/2024 02:25:18 32.75C, 33.00C, 33.69C, 34.44C, 34.06C, 30.00C
01/11/2024 02:25:21 32.75C, 33.00C, 33.75C, 34.44C, 34.06C, 30.00C
01/11/2024 02:25:23 32.75C, 33.00C, 33.69C, 34.44C, 34.06C, 30.00C
01/11/2024 02:25:25 32.75C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:28 32.75C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:30 32.75C, 33.00C, 33.69C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:33 32.81C, 33.06C, 33.75C, 34.38C, 34.00C, 30.00C
01/11/2024 02:25:35 32.75C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:38 32.75C, 33.00C, 33.75C, 34.38C, 34.00C, 30.00C
01/11/2024 02:25:40 32.75C, 33.00C, 33.75C, 34.38C, 34.00C, 30.00C
01/11/2024 02:25:42 32.69C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:45 32.75C, 33.00C, 33.75C, 34.38C, 34.06C, 30.00C
01/11/2024 02:25:47 32.75C, 33.00C, 33.75C, 34.38C, 34.00C, 30.00C
01/11/2024 02:25:50 32.75C, 33.00C, 33.69C, 34.38C, 34.00C, 30.00C
01/11/2024 02:25:52 32.75C, 33.00C, 33.75C, 34.44C, 34.06C, 30.06C
01/11/2024 02:25:55 32.75C, 33.00C, 33.75C, 34.38C, 34.00C, 30.06C
01/11/2024 02:25:57 32.75C, 33.00C, 33.75C, 34.38C, 34.00C, 30.06C
01/11/2024 02:25:59 32.75C, 33.00C, 33.75C, 34.44C, 34.00C, 30.06C
01/11/2024 02:26:02 32.75C, 33.00C, 33.75C, 34.44C, 34.00C, 30.06C
01/11/2024 02:26:04 32.81C, 33.00C, 33.75C, 34.44C, 34.00C, 30.06C
01/11/2024 02:26:07 32.75C, 33.06C, 33.75C, 34.44C, 34.00C, 30.06C
01/11/2024 02:26:09 32.75C, 33.00C, 33.75C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:11 32.75C, 33.00C, 33.75C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:14 32.75C, 33.00C, 33.81C, 34.44C, 34.00C, 30.06C
01/11/2024 02:26:16 32.75C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:19 32.75C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:21 32.75C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:24 32.75C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:26 32.81C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:28 32.75C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:31 32.75C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:33 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:36 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:38 32.75C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:41 32.75C, 33.00C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:43 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:45 32.81C, 33.06C, 33.81C, 34.50C, 34.06C, 30.06C
01/11/2024 02:26:48 32.75C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:50 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:53 32.81C, 33.06C, 33.81C, 34.44C, 34.00C, 30.06C
01/11/2024 02:26:55 32.75C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:26:58 32.81C, 33.06C, 33.81C, 34.50C, 33.94C, 30.06C
01/11/2024 02:27:00 32.75C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:27:02 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:27:05 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:27:07 32.81C, 33.06C, 33.81C, 34.50C, 33.94C, 30.06C
01/11/2024 02:27:10 32.81C, 33.06C, 33.81C, 34.50C, 34.00C, 30.06C
01/11/2024 02:27:12 32.75C, 33.06C, 33.81C, 34.56C, 34.00C, 30.06C
01/11/2024 02:27:14 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:17 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:19 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:22 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:24 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:27 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:29 32.81C, 33.06C, 33.81C, 34.56C, 34.00C, 30.06C
01/11/2024 02:27:31 32.81C, 33.06C, 33.81C, 34.50C, 33.94C, 30.13C
01/11/2024 02:27:34 32.81C, 33.06C, 33.81C, 34.56C, 33.94C, 30.13C
01/11/2024 02:27:36 32.81C, 33.13C, 33.81C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:39 32.81C, 33.06C, 33.81C, 34.50C, 33.94C, 30.13C
01/11/2024 02:27:41 32.81C, 33.06C, 33.75C, 34.56C, 33.94C, 30.06C
01/11/2024 02:27:44 32.81C, 33.06C, 33.75C, 34.56C, 33.94C, 30.13C
01/11/2024 02:27:46 32.81C, 33.06C, 33.75C, 34.50C, 33.94C, 30.06C
01/11/2024 02:27:48 32.81C, 33.06C, 33.75C, 34.50C, 33.94C, 30.06C
01/11/2024 02:27:51 32.81C, 33.06C, 33.75C, 34.50C, 33.88C, 30.06C
01/11/2024 02:27:53 32.81C, 33.06C, 33.75C, 34.56C, 33.88C, 30.13C
01/11/2024 02:27:56 32.75C, 33.06C, 33.75C, 34.56C, 33.88C, 30.13C
01/11/2024 02:27:58 32.75C, 33.06C, 33.75C, 34.56C, 33.88C, 30.13C
01/11/2024 02:28:00 32.81C, 33.06C, 33.69C, 34.56C, 33.88C, 30.13C
01/11/2024 02:28:03 32.75C, 33.06C, 33.75C, 34.56C, 33.88C, 30.13C
01/11/2024 02:28:05 32.75C, 33.06C, 33.69C, 34.56C, 33.88C, 30.13C
01/11/2024 02:28:08 32.81C, 33.06C, 33.75C, 34.56C, 33.88C, 30.13C
01/11/2024 02:28:10 32.81C, 33.06C, 33.69C, 34.63C, 33.88C, 30.13C
01/11/2024 02:28:13 32.81C, 33.13C, 33.69C, 34.63C, 33.88C, 30.13C
01/11/2024 02:28:15 32.81C, 33.06C, 33.69C, 34.63C, 33.88C, 30.13C
01/11/2024 02:28:17 32.81C, 33.13C, 33.69C, 34.63C, 33.88C, 30.13C
01/11/2024 02:28:20 32.81C, 33.13C, 33.69C, 34.63C, 33.94C, 30.13C
01/11/2024 02:28:22 32.75C, 33.06C, 33.75C, 34.69C, 33.94C, 30.13C
01/11/2024 02:28:25 32.81C, 33.13C, 33.69C, 34.63C, 33.88C, 30.13C
01/11/2024 02:28:27 32.75C, 33.13C, 33.69C, 34.63C, 33.94C, 30.13C
01/11/2024 02:28:30 32.75C, 33.13C, 33.75C, 34.69C, 33.94C, 30.13C
01/11/2024 02:28:32 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.13C
01/11/2024 02:28:34 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.13C
01/11/2024 02:28:37 32.75C, 33.13C, 33.75C, 34.69C, 33.94C, 30.13C
01/11/2024 02:28:39 32.75C, 33.06C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:28:42 32.75C, 33.06C, 33.81C, 34.63C, 33.94C, 30.06C
01/11/2024 02:28:44 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.13C
01/11/2024 02:28:46 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.06C
01/11/2024 02:28:49 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.06C
01/11/2024 02:28:51 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.06C
01/11/2024 02:28:54 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.06C
01/11/2024 02:28:56 32.75C, 33.06C, 33.81C, 34.63C, 33.94C, 30.06C
01/11/2024 02:28:59 32.75C, 33.06C, 33.75C, 34.63C, 33.94C, 30.06C
01/11/2024 02:29:01 32.75C, 33.06C, 33.81C, 34.63C, 33.94C, 30.06C
01/11/2024 02:29:03 32.75C, 33.00C, 33.81C, 34.63C, 33.94C, 30.06C
01/11/2024 02:29:06 32.81C, 33.06C, 33.81C, 34.63C, 34.00C, 30.06C
01/11/2024 02:29:08 32.75C, 33.00C, 33.81C, 34.63C, 34.00C, 30.06C
01/11/2024 02:29:11 32.81C, 33.00C, 33.81C, 34.63C, 34.00C, 30.06C
01/11/2024 02:29:13 32.81C, 33.00C, 33.81C, 34.63C, 33.94C, 30.06C
01/11/2024 02:29:16 32.81C, 33.00C, 33.81C, 34.69C, 34.00C, 30.06C
01/11/2024 02:29:18 32.81C, 33.00C, 33.81C, 34.69C, 34.00C, 30.06C
01/11/2024 02:29:20 32.81C, 33.00C, 33.75C, 34.69C, 34.00C, 30.06C
01/11/2024 02:29:23 32.81C, 32.94C, 33.81C, 34.63C, 34.00C, 30.06C
01/11/2024 02:29:25 32.81C, 33.00C, 33.81C, 34.69C, 34.00C, 30.06C
01/11/2024 02:29:28 32.81C, 33.00C, 33.81C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:30 32.81C, 32.94C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:32 32.75C, 33.00C, 33.81C, 34.63C, 33.94C, 30.06C
01/11/2024 02:29:35 32.81C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:37 32.81C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:40 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:42 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:45 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:47 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:49 32.81C, 33.00C, 33.75C, 34.69C, 33.88C, 30.06C
01/11/2024 02:29:52 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:54 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:57 32.75C, 33.00C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:29:59 32.75C, 33.00C, 33.75C, 34.75C, 33.94C, 30.06C
01/11/2024 02:30:02 32.75C, 32.94C, 33.75C, 34.75C, 33.88C, 30.06C
01/11/2024 02:30:04 32.75C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:30:06 32.75C, 32.94C, 33.75C, 34.75C, 33.88C, 30.06C
01/11/2024 02:30:09 32.75C, 32.94C, 33.75C, 34.75C, 33.88C, 30.06C
01/11/2024 02:30:11 32.75C, 32.94C, 33.75C, 34.75C, 33.88C, 30.00C
01/11/2024 02:30:14 32.75C, 32.94C, 33.75C, 34.69C, 33.88C, 30.06C
01/11/2024 02:30:16 32.75C, 32.94C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:30:19 32.81C, 32.94C, 33.75C, 34.75C, 33.94C, 30.06C
01/11/2024 02:30:21 32.75C, 32.94C, 33.75C, 34.69C, 33.88C, 30.06C
01/11/2024 02:30:23 32.75C, 32.94C, 33.81C, 34.75C, 33.94C, 30.06C
01/11/2024 02:30:26 32.75C, 32.94C, 33.81C, 34.69C, 33.88C, 30.06C
01/11/2024 02:30:28 32.75C, 32.94C, 33.81C, 34.75C, 33.88C, 30.06C
01/11/2024 02:30:31 32.75C, 32.94C, 33.81C, 34.69C, 33.94C, 30.06C
01/11/2024 02:30:33 32.75C, 32.94C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:30:35 32.75C, 32.94C, 33.75C, 34.69C, 33.94C, 30.06C
01/11/2024 02:30:38 32.75C, 32.88C, 33.81C, 34.69C, 33.94C, 30.00C
01/11/2024 02:30:40 32.75C, 32.88C, 33.75C, 34.69C, 33.88C, 30.06C
01/11/2024 02:30:43 32.75C, 32.88C, 33.81C, 34.69C, 33.94C, 30.06C
01/11/2024 02:30:45 32.75C, 32.88C, 33.75C, 34.69C, 33.94C, 30.00C
01/11/2024 02:30:48 32.75C, 32.88C, 33.75C, 34.69C, 33.94C, 30.00C
01/11/2024 02:30:50 32.75C, 32.94C, 33.75C, 34.69C, 33.88C, 30.00C
01/11/2024 02:30:52 32.75C, 32.88C, 33.81C, 34.69C, 33.88C, 30.00C
01/11/2024 02:30:55 32.75C, 32.88C, 33.81C, 34.69C, 33.94C, 30.00C
01/11/2024 02:30:57 32.75C, 32.88C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:00 32.75C, 32.94C, 33.81C, 34.69C, 33.94C, 30.00C
01/11/2024 02:31:02 32.75C, 32.94C, 33.81C, 34.69C, 33.94C, 30.00C
01/11/2024 02:31:05 32.69C, 32.88C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:07 32.75C, 32.94C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:09 32.69C, 32.94C, 33.81C, 34.69C, 33.94C, 30.00C
01/11/2024 02:31:12 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:14 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:17 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:19 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:21 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:24 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:26 32.69C, 32.94C, 33.75C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:29 32.69C, 32.94C, 33.81C, 34.81C, 33.88C, 30.00C
01/11/2024 02:31:31 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:34 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:36 32.69C, 32.94C, 33.75C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:38 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:41 32.69C, 32.94C, 33.75C, 34.75C, 33.88C, 30.00C
01/11/2024 02:31:43 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:46 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:48 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:51 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 30.00C
01/11/2024 02:31:53 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 29.94C
01/11/2024 02:31:55 32.75C, 32.94C, 33.81C, 34.75C, 33.88C, 29.94C
01/11/2024 02:31:58 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 29.94C
01/11/2024 02:32:00 32.75C, 32.94C, 33.81C, 34.75C, 33.94C, 29.94C
01/11/2024 02:32:03 32.69C, 32.94C, 33.81C, 34.75C, 33.94C, 29.94C
01/11/2024 02:32:05 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 29.94C
01/11/2024 02:32:07 32.69C, 32.88C, 33.81C, 34.75C, 33.94C, 29.94C
01/11/2024 02:32:10 32.69C, 32.94C, 33.88C, 34.75C, 33.88C, 29.94C
01/11/2024 02:32:12 32.69C, 32.94C, 33.81C, 34.75C, 33.88C, 29.94C
01/11/2024 02:32:15 32.69C, 32.94C, 33.88C, 34.69C, 33.88C, 29.94C
01/11/2024 02:32:17 32.69C, 32.88C, 33.81C, 34.75C, 33.94C, 29.94C
01/11/2024 02:32:20 32.69C, 32.94C, 33.81C, 34.69C, 33.94C, 29.94C
01/11/2024 02:32:22 32.69C, 32.94C, 33.81C, 34.69C, 33.88C, 29.94C
01/11/2024 02:32:24 32.69C, 32.94C, 33.81C, 34.69C, 33.94C, 29.94C
01/11/2024 02:32:27 32.69C, 32.94C, 33.88C, 34.69C, 33.88C, 29.94C
01/11/2024 02:32:29 32.69C, 32.94C, 33.81C, 34.63C, 33.88C, 29.94C
01/11/2024 02:32:32 32.69C, 32.94C, 33.81C, 34.63C, 33.94C, 29.94C
01/11/2024 02:32:34 32.69C, 32.94C, 33.88C, 34.63C, 33.94C, 29.94C
01/11/2024 02:32:37 32.69C, 32.94C, 33.81C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:39 32.69C, 32.94C, 33.88C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:41 32.69C, 32.88C, 33.81C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:44 32.69C, 32.88C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:32:46 32.75C, 32.94C, 33.88C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:49 32.75C, 32.88C, 33.81C, 34.56C, 34.00C, 29.94C
01/11/2024 02:32:51 32.69C, 32.88C, 33.88C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:54 32.75C, 32.88C, 33.88C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:56 32.69C, 32.88C, 33.88C, 34.56C, 33.94C, 29.94C
01/11/2024 02:32:58 32.69C, 32.88C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:01 32.69C, 32.88C, 33.88C, 34.50C, 34.00C, 29.94C
01/11/2024 02:33:03 32.75C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:06 32.69C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:08 32.69C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:10 32.69C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:13 32.75C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:15 32.69C, 32.88C, 33.88C, 34.50C, 34.00C, 29.94C
01/11/2024 02:33:18 32.75C, 32.81C, 33.94C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:20 32.69C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:23 32.75C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:25 32.75C, 32.88C, 33.94C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:27 32.75C, 32.88C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:30 32.75C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:32 32.75C, 32.88C, 33.88C, 34.56C, 34.06C, 29.94C
01/11/2024 02:33:35 32.75C, 32.88C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:33:37 32.75C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:40 32.75C, 32.81C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:42 32.75C, 32.88C, 33.94C, 34.56C, 34.06C, 29.94C
