01/11/2024 19:19:54 25.75C, 26.06C, 25.19C, 26.94C, 25.94C, 26.13C
01/11/2024 19:43:18 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:21 35.13C, 33.19C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:23 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.13C
01/11/2024 19:43:26 35.13C, 33.25C, 33.44C, 33.94C, 36.88C, 34.19C
01/11/2024 19:43:28 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:30 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:33 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:35 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:38 35.13C, 33.25C, 33.38C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:40 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:43 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:45 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:47 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:43:50 35.19C, 33.25C, 33.38C, 33.88C, 36.88C, 34.13C
01/11/2024 19:43:52 35.19C, 33.25C, 33.38C, 33.88C, 36.94C, 34.19C
01/11/2024 19:43:55 35.13C, 33.25C, 33.44C, 33.88C, 36.94C, 34.13C
01/11/2024 19:43:57 35.19C, 33.25C, 33.44C, 33.88C, 36.88C, 34.13C
01/11/2024 19:43:59 35.19C, 33.25C, 33.38C, 33.94C, 36.94C, 34.13C
01/11/2024 19:44:02 35.13C, 33.25C, 33.44C, 33.88C, 36.94C, 34.13C
01/11/2024 19:44:04 35.13C, 33.25C, 33.44C, 33.88C, 36.88C, 34.19C
01/11/2024 19:44:07 35.19C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:44:09 35.13C, 33.31C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:44:12 35.13C, 33.31C, 33.44C, 33.88C, 36.94C, 34.13C
01/11/2024 19:44:14 35.19C, 33.31C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:44:16 35.13C, 33.31C, 33.44C, 33.94C, 36.94C, 34.19C
01/11/2024 19:44:19 35.19C, 33.25C, 33.44C, 33.94C, 36.94C, 34.19C
01/11/2024 19:44:21 35.19C, 33.25C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:44:24 35.19C, 33.31C, 33.44C, 33.88C, 36.94C, 34.19C
01/11/2024 19:44:26 35.13C, 33.31C, 33.44C, 33.94C, 36.94C, 34.25C
01/11/2024 19:44:29 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:31 35.19C, 33.31C, 33.44C, 33.94C, 36.94C, 34.25C
01/11/2024 19:44:33 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.19C
01/11/2024 19:44:36 35.19C, 33.31C, 33.44C, 33.94C, 36.94C, 34.25C
01/11/2024 19:44:38 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:41 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:43 35.19C, 33.31C, 33.44C, 33.94C, 36.94C, 34.25C
01/11/2024 19:44:46 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:48 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:50 35.19C, 33.31C, 33.44C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:53 35.19C, 33.31C, 33.50C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:55 35.19C, 33.31C, 33.50C, 33.94C, 37.00C, 34.25C
01/11/2024 19:44:58 35.19C, 33.31C, 33.50C, 33.94C, 37.06C, 34.25C
01/11/2024 19:45:00 35.19C, 33.31C, 33.50C, 34.00C, 37.00C, 34.25C
01/11/2024 19:45:02 35.19C, 33.31C, 33.50C, 33.94C, 37.00C, 34.31C
01/11/2024 19:45:05 35.19C, 33.31C, 33.50C, 34.00C, 37.00C, 34.25C
01/11/2024 19:45:07 35.19C, 33.31C, 33.50C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:10 35.19C, 33.38C, 33.50C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:12 35.19C, 33.31C, 33.50C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:15 35.19C, 33.38C, 33.50C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:17 35.19C, 33.38C, 33.50C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:19 35.19C, 33.38C, 33.50C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:22 35.19C, 33.38C, 33.50C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:24 35.19C, 33.38C, 33.56C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:27 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:29 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:32 35.19C, 33.38C, 33.56C, 34.00C, 37.06C, 34.31C
01/11/2024 19:45:34 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:36 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:39 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:41 35.19C, 33.44C, 33.50C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:44 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.38C
01/11/2024 19:45:46 35.19C, 33.44C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:49 35.19C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:51 35.19C, 33.44C, 33.56C, 34.00C, 37.13C, 34.38C
01/11/2024 19:45:53 35.25C, 33.38C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:45:56 35.19C, 33.44C, 33.56C, 34.00C, 37.13C, 34.38C
01/11/2024 19:45:58 35.19C, 33.44C, 33.56C, 34.06C, 37.13C, 34.31C
01/11/2024 19:46:01 35.19C, 33.44C, 33.56C, 34.00C, 37.13C, 34.31C
01/11/2024 19:46:03 35.19C, 33.38C, 33.63C, 34.00C, 37.13C, 34.38C
01/11/2024 19:46:05 35.25C, 33.44C, 33.56C, 34.06C, 37.13C, 34.38C
01/11/2024 19:46:08 35.25C, 33.44C, 33.56C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:10 35.25C, 33.44C, 33.56C, 34.06C, 37.13C, 34.38C
01/11/2024 19:46:13 35.25C, 33.44C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:15 35.25C, 33.44C, 33.63C, 34.06C, 37.19C, 34.31C
01/11/2024 19:46:18 35.25C, 33.50C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:20 35.25C, 33.44C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:22 35.25C, 33.50C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:25 35.25C, 33.44C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:27 35.25C, 33.50C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:30 35.25C, 33.44C, 33.63C, 34.00C, 37.19C, 34.38C
01/11/2024 19:46:32 35.25C, 33.44C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:35 35.25C, 33.50C, 33.63C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:37 35.25C, 33.50C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:39 35.25C, 33.50C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:42 35.25C, 33.44C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:44 35.25C, 33.50C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:47 35.25C, 33.50C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:49 35.25C, 33.44C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:51 35.25C, 33.44C, 33.69C, 34.00C, 37.19C, 34.38C
01/11/2024 19:46:54 35.25C, 33.44C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:46:56 35.25C, 33.44C, 33.69C, 34.00C, 37.19C, 34.38C
01/11/2024 19:46:59 35.25C, 33.44C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:01 35.25C, 33.44C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:04 35.25C, 33.44C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:06 35.25C, 33.44C, 33.75C, 34.00C, 37.19C, 34.38C
01/11/2024 19:47:08 35.25C, 33.50C, 33.69C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:11 35.25C, 33.44C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:13 35.19C, 33.44C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:16 35.19C, 33.44C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:18 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.31C
01/11/2024 19:47:21 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:23 35.19C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:25 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:28 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.31C
01/11/2024 19:47:30 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:33 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:35 35.25C, 33.50C, 33.75C, 34.06C, 37.13C, 34.38C
01/11/2024 19:47:37 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:40 35.25C, 33.50C, 33.75C, 34.06C, 37.13C, 34.38C
01/11/2024 19:47:42 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:45 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:47 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:50 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:52 35.25C, 33.50C, 33.75C, 34.06C, 37.19C, 34.38C
01/11/2024 19:47:54 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.31C
01/11/2024 19:47:57 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.31C
01/11/2024 19:47:59 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.38C
01/11/2024 19:48:02 35.25C, 33.50C, 33.81C, 34.13C, 37.19C, 34.38C
01/11/2024 19:48:04 35.25C, 33.56C, 33.81C, 34.06C, 37.19C, 34.38C
01/11/2024 19:48:07 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.38C
01/11/2024 19:48:09 35.25C, 33.56C, 33.81C, 34.06C, 37.19C, 34.31C
01/11/2024 19:48:11 35.25C, 33.50C, 33.81C, 34.06C, 37.19C, 34.38C
01/11/2024 19:48:14 35.25C, 33.56C, 33.81C, 34.06C, 37.25C, 34.38C
01/11/2024 19:48:16 35.25C, 33.56C, 33.81C, 34.06C, 37.25C, 34.38C
01/11/2024 19:48:19 35.31C, 33.56C, 33.81C, 34.13C, 37.25C, 34.38C
01/11/2024 19:48:21 35.31C, 33.56C, 33.81C, 34.13C, 37.19C, 34.38C
01/11/2024 19:48:24 35.25C, 33.56C, 33.81C, 34.06C, 37.25C, 34.38C
01/11/2024 19:48:26 35.25C, 33.56C, 33.81C, 34.06C, 37.25C, 34.38C
01/11/2024 19:48:28 35.31C, 33.56C, 33.81C, 34.13C, 37.25C, 34.38C
01/11/2024 19:48:31 35.25C, 33.56C, 33.81C, 34.13C, 37.25C, 34.38C
01/11/2024 19:48:33 35.25C, 33.56C, 33.81C, 34.13C, 37.25C, 34.38C
01/11/2024 19:48:36 35.25C, 33.56C, 33.81C, 34.13C, 37.25C, 34.38C
01/11/2024 19:48:38 35.31C, 33.56C, 33.88C, 34.06C, 37.25C, 34.44C
01/11/2024 19:48:40 35.25C, 33.63C, 33.81C, 34.13C, 37.25C, 34.38C
01/11/2024 19:48:43 35.25C, 33.63C, 33.88C, 34.13C, 37.25C, 34.44C
01/11/2024 19:48:45 35.31C, 33.63C, 33.88C, 34.13C, 37.25C, 34.44C
01/11/2024 19:48:48 35.25C, 33.63C, 33.81C, 34.13C, 37.25C, 34.44C
01/11/2024 19:48:50 35.25C, 33.69C, 33.81C, 34.13C, 37.25C, 34.44C
01/11/2024 19:48:53 35.25C, 33.69C, 33.88C, 34.13C, 37.31C, 34.44C
01/11/2024 19:48:55 35.31C, 33.69C, 33.88C, 34.13C, 37.31C, 34.44C
01/11/2024 19:48:57 35.31C, 33.69C, 33.81C, 34.13C, 37.31C, 34.44C
01/11/2024 19:49:00 35.25C, 33.69C, 33.88C, 34.13C, 37.31C, 34.44C
01/11/2024 19:49:02 35.25C, 33.69C, 33.81C, 34.13C, 37.31C, 34.50C
01/11/2024 19:49:05 35.25C, 33.69C, 33.88C, 34.13C, 37.31C, 34.50C
01/11/2024 19:49:07 35.25C, 33.69C, 33.81C, 34.13C, 37.31C, 34.44C
01/11/2024 19:49:10 35.31C, 33.69C, 33.81C, 34.13C, 37.31C, 34.50C
01/11/2024 19:49:12 35.25C, 33.69C, 33.81C, 34.13C, 37.31C, 34.50C
01/11/2024 19:49:14 35.25C, 33.69C, 33.81C, 34.13C, 37.31C, 34.50C
01/11/2024 19:49:17 35.25C, 33.69C, 33.81C, 34.13C, 37.31C, 34.50C
01/11/2024 19:49:19 35.31C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:22 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:24 35.31C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:26 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:29 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:31 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:34 35.25C, 33.69C, 33.88C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:36 35.31C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:39 35.25C, 33.69C, 33.81C, 34.13C, 37.44C, 34.50C
01/11/2024 19:49:41 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:43 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:46 35.25C, 33.69C, 33.81C, 34.13C, 37.44C, 34.50C
01/11/2024 19:49:48 35.25C, 33.69C, 33.75C, 34.13C, 37.44C, 34.50C
01/11/2024 19:49:51 35.25C, 33.69C, 33.75C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:53 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:56 35.25C, 33.69C, 33.81C, 34.13C, 37.38C, 34.50C
01/11/2024 19:49:58 35.25C, 33.69C, 33.75C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:00 35.25C, 33.69C, 33.75C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:03 35.25C, 33.69C, 33.75C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:05 35.25C, 33.75C, 33.75C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:08 35.25C, 33.69C, 33.69C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:10 35.25C, 33.75C, 33.69C, 34.06C, 37.38C, 34.50C
01/11/2024 19:50:12 35.25C, 33.75C, 33.69C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:15 35.31C, 33.69C, 33.69C, 34.06C, 37.38C, 34.50C
01/11/2024 19:50:17 35.25C, 33.75C, 33.69C, 34.06C, 37.44C, 34.50C
01/11/2024 19:50:20 35.31C, 33.75C, 33.69C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:22 35.31C, 33.75C, 33.69C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:25 35.31C, 33.75C, 33.69C, 34.06C, 37.44C, 34.56C
01/11/2024 19:50:27 35.31C, 33.75C, 33.69C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:29 35.31C, 33.75C, 33.69C, 34.13C, 37.38C, 34.50C
01/11/2024 19:50:32 35.31C, 33.75C, 33.69C, 34.06C, 37.38C, 34.50C
01/11/2024 19:50:34 35.31C, 33.75C, 33.69C, 34.06C, 37.44C, 34.50C
01/11/2024 19:50:37 35.31C, 33.75C, 33.69C, 34.06C, 37.44C, 34.50C
01/11/2024 19:50:39 35.31C, 33.75C, 33.69C, 34.06C, 37.44C, 34.56C
01/11/2024 19:50:42 35.31C, 33.75C, 33.69C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:44 35.31C, 33.81C, 33.69C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:46 35.31C, 33.75C, 33.69C, 34.06C, 37.38C, 34.56C
01/11/2024 19:50:49 35.31C, 33.81C, 33.69C, 34.06C, 37.44C, 34.56C
01/11/2024 19:50:51 35.31C, 33.75C, 33.75C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:54 35.25C, 33.75C, 33.75C, 34.13C, 37.38C, 34.56C
01/11/2024 19:50:56 35.31C, 33.81C, 33.75C, 34.13C, 37.44C, 34.56C
01/11/2024 19:50:59 35.25C, 33.81C, 33.75C, 34.13C, 37.44C, 34.56C
01/11/2024 19:51:01 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.56C
01/11/2024 19:51:03 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:06 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:08 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:11 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:13 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:15 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:18 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:51:20 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:23 35.25C, 33.81C, 33.69C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:25 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:28 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:30 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:32 35.25C, 33.81C, 33.75C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:35 35.25C, 33.88C, 33.75C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:37 35.25C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:51:40 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:51:42 35.25C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:51:45 35.25C, 33.88C, 33.69C, 34.13C, 37.38C, 34.69C
01/11/2024 19:51:47 35.25C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:51:49 35.25C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:51:52 35.25C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:51:54 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:51:57 35.19C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:51:59 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:01 35.19C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:52:04 35.19C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:52:06 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:09 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:11 35.25C, 33.81C, 33.69C, 34.13C, 37.44C, 34.69C
01/11/2024 19:52:14 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:16 35.19C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:18 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:21 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:23 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.63C
01/11/2024 19:52:26 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:28 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.63C
01/11/2024 19:52:31 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:33 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.63C
01/11/2024 19:52:35 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:38 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:40 35.25C, 33.81C, 33.63C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:43 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:45 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:48 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.75C
01/11/2024 19:52:50 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:52 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:55 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:52:57 35.25C, 33.88C, 33.69C, 34.19C, 37.44C, 34.75C
01/11/2024 19:53:00 35.25C, 33.81C, 33.75C, 34.19C, 37.44C, 34.69C
01/11/2024 19:53:02 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.75C
01/11/2024 19:53:04 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:53:07 35.25C, 33.81C, 33.75C, 34.19C, 37.44C, 34.69C
01/11/2024 19:53:09 35.25C, 33.81C, 33.69C, 34.19C, 37.38C, 34.69C
01/11/2024 19:53:12 35.25C, 33.81C, 33.75C, 34.13C, 37.44C, 34.69C
01/11/2024 19:53:14 35.25C, 33.81C, 33.69C, 34.19C, 37.44C, 34.69C
01/11/2024 19:53:17 35.25C, 33.81C, 33.69C, 34.19C, 37.38C, 34.69C
01/11/2024 19:53:19 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.69C
01/11/2024 19:53:21 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.69C
01/11/2024 19:53:24 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.69C
01/11/2024 19:53:26 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.69C
01/11/2024 19:53:29 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:31 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:34 35.25C, 33.81C, 33.75C, 34.19C, 37.31C, 34.63C
01/11/2024 19:53:36 35.25C, 33.75C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:38 35.25C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:41 35.31C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:43 35.25C, 33.75C, 33.75C, 34.19C, 37.31C, 34.63C
01/11/2024 19:53:46 35.31C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:48 35.31C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:53:50 35.31C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:53 35.31C, 33.81C, 33.75C, 34.19C, 37.31C, 34.63C
01/11/2024 19:53:55 35.31C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:53:58 35.31C, 33.81C, 33.69C, 34.19C, 37.38C, 34.63C
01/11/2024 19:54:00 35.31C, 33.81C, 33.75C, 34.19C, 37.31C, 34.63C
01/11/2024 19:54:03 35.31C, 33.88C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:54:05 35.31C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:54:07 35.31C, 33.88C, 33.75C, 34.19C, 37.31C, 34.63C
01/11/2024 19:54:10 35.31C, 33.81C, 33.75C, 34.19C, 37.31C, 34.56C
01/11/2024 19:54:12 35.31C, 33.81C, 33.81C, 34.19C, 37.31C, 34.63C
01/11/2024 19:54:15 35.38C, 33.81C, 33.75C, 34.13C, 37.38C, 34.63C
01/11/2024 19:54:17 35.38C, 33.88C, 33.75C, 34.13C, 37.31C, 34.63C
01/11/2024 19:54:20 35.38C, 33.88C, 33.81C, 34.13C, 37.31C, 34.63C
01/11/2024 19:54:22 35.31C, 33.81C, 33.81C, 34.19C, 37.31C, 34.63C
01/11/2024 19:54:24 35.38C, 33.88C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:54:27 35.31C, 33.81C, 33.81C, 34.19C, 37.31C, 34.56C
01/11/2024 19:54:29 35.38C, 33.88C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:32 35.38C, 33.81C, 33.81C, 34.19C, 37.31C, 34.56C
01/11/2024 19:54:34 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:37 35.38C, 33.88C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:39 35.38C, 33.81C, 33.88C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:41 35.38C, 33.81C, 33.88C, 34.13C, 37.38C, 34.56C
01/11/2024 19:54:44 35.38C, 33.81C, 33.88C, 34.19C, 37.38C, 34.63C
01/11/2024 19:54:46 35.31C, 33.88C, 33.88C, 34.13C, 37.38C, 34.63C
01/11/2024 19:54:49 35.38C, 33.81C, 33.88C, 34.19C, 37.31C, 34.56C
01/11/2024 19:54:51 35.38C, 33.88C, 33.88C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:53 35.38C, 33.81C, 33.88C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:56 35.38C, 33.88C, 33.88C, 34.19C, 37.38C, 34.56C
01/11/2024 19:54:58 35.38C, 33.81C, 33.88C, 34.19C, 37.38C, 34.56C
