01/11/2024 17:48:44 26.31C, 26.00C, 25.81C, 26.00C, 26.00C, 25.81C
01/11/2024 18:12:08 35.31C, 33.25C, 33.25C, 33.81C, 36.25C, 33.69C
01/11/2024 18:12:10 35.31C, 33.31C, 33.25C, 33.81C, 36.25C, 33.69C
01/11/2024 18:12:13 35.25C, 33.31C, 33.19C, 33.88C, 36.25C, 33.69C
01/11/2024 18:12:15 35.31C, 33.31C, 33.19C, 33.81C, 36.25C, 33.69C
01/11/2024 18:12:17 35.25C, 33.31C, 33.25C, 33.81C, 36.25C, 33.69C
01/11/2024 18:12:20 35.25C, 33.31C, 33.25C, 33.81C, 36.31C, 33.69C
01/11/2024 18:12:22 35.31C, 33.31C, 33.25C, 33.81C, 36.31C, 33.75C
01/11/2024 18:12:25 35.25C, 33.31C, 33.25C, 33.81C, 36.31C, 33.75C
01/11/2024 18:12:27 35.25C, 33.31C, 33.25C, 33.81C, 36.31C, 33.75C
01/11/2024 18:12:29 35.25C, 33.31C, 33.25C, 33.81C, 36.31C, 33.75C
01/11/2024 18:12:32 35.25C, 33.31C, 33.25C, 33.81C, 36.31C, 33.75C
01/11/2024 18:12:34 35.25C, 33.38C, 33.25C, 33.81C, 36.31C, 33.81C
01/11/2024 18:12:37 35.25C, 33.31C, 33.25C, 33.88C, 36.31C, 33.81C
01/11/2024 18:12:39 35.25C, 33.31C, 33.25C, 33.81C, 36.38C, 33.81C
01/11/2024 18:12:42 35.25C, 33.31C, 33.25C, 33.81C, 36.38C, 33.81C
01/11/2024 18:12:44 35.25C, 33.38C, 33.25C, 33.81C, 36.38C, 33.81C
01/11/2024 18:12:46 35.25C, 33.31C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:12:49 35.25C, 33.31C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:12:51 35.25C, 33.31C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:12:54 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:12:56 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:12:59 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:13:01 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:13:03 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:13:06 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.81C
01/11/2024 18:13:08 35.25C, 33.38C, 33.25C, 33.88C, 36.38C, 33.88C
01/11/2024 18:13:11 35.25C, 33.38C, 33.25C, 33.88C, 36.44C, 33.81C
01/11/2024 18:13:13 35.25C, 33.38C, 33.19C, 33.88C, 36.44C, 33.88C
01/11/2024 18:13:16 35.31C, 33.38C, 33.25C, 33.88C, 36.44C, 33.88C
01/11/2024 18:13:18 35.25C, 33.44C, 33.19C, 33.88C, 36.44C, 33.88C
01/11/2024 18:13:20 35.25C, 33.44C, 33.19C, 33.88C, 36.50C, 33.88C
01/11/2024 18:13:23 35.25C, 33.44C, 33.25C, 33.94C, 36.44C, 33.94C
01/11/2024 18:13:25 35.31C, 33.38C, 33.25C, 33.88C, 36.50C, 33.94C
01/11/2024 18:13:28 35.31C, 33.38C, 33.25C, 33.94C, 36.50C, 33.94C
01/11/2024 18:13:30 35.31C, 33.38C, 33.19C, 33.88C, 36.50C, 34.00C
01/11/2024 18:13:32 35.31C, 33.38C, 33.19C, 33.94C, 36.50C, 34.00C
01/11/2024 18:13:35 35.31C, 33.44C, 33.19C, 33.94C, 36.56C, 34.00C
01/11/2024 18:13:37 35.31C, 33.44C, 33.19C, 33.88C, 36.56C, 34.00C
01/11/2024 18:13:40 35.31C, 33.38C, 33.19C, 33.88C, 36.56C, 34.00C
01/11/2024 18:13:42 35.31C, 33.38C, 33.19C, 33.88C, 36.56C, 34.00C
01/11/2024 18:13:45 35.31C, 33.38C, 33.13C, 33.94C, 36.56C, 34.00C
01/11/2024 18:13:47 35.31C, 33.38C, 33.19C, 33.88C, 36.56C, 34.00C
01/11/2024 18:13:49 35.31C, 33.38C, 33.13C, 33.94C, 36.63C, 34.00C
01/11/2024 18:13:52 35.31C, 33.38C, 33.13C, 33.94C, 36.63C, 34.00C
01/11/2024 18:13:54 35.31C, 33.38C, 33.13C, 33.94C, 36.63C, 34.00C
01/11/2024 18:13:57 35.31C, 33.38C, 33.13C, 33.94C, 36.63C, 34.00C
01/11/2024 18:13:59 35.31C, 33.38C, 33.13C, 33.94C, 36.63C, 34.00C
01/11/2024 18:14:02 35.31C, 33.38C, 33.19C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:04 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.00C
01/11/2024 18:14:06 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:09 35.31C, 33.38C, 33.13C, 33.88C, 36.69C, 34.06C
01/11/2024 18:14:11 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:14 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:16 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:18 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:21 35.31C, 33.38C, 33.13C, 33.94C, 36.69C, 34.06C
01/11/2024 18:14:23 35.31C, 33.38C, 33.13C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:26 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:28 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:31 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:33 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:35 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:38 35.31C, 33.44C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:40 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:43 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:45 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:48 35.31C, 33.38C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:50 35.31C, 33.38C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:52 35.31C, 33.38C, 33.00C, 33.94C, 36.81C, 34.13C
01/11/2024 18:14:55 35.38C, 33.38C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:14:57 35.31C, 33.38C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:00 35.31C, 33.38C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:02 35.31C, 33.38C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:04 35.31C, 33.44C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:07 35.38C, 33.44C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:09 35.38C, 33.44C, 33.00C, 33.94C, 36.75C, 34.19C
01/11/2024 18:15:12 35.31C, 33.44C, 33.00C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:14 35.31C, 33.44C, 33.00C, 33.94C, 36.75C, 34.19C
01/11/2024 18:15:17 35.38C, 33.44C, 33.06C, 33.94C, 36.75C, 34.13C
01/11/2024 18:15:19 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.19C
01/11/2024 18:15:21 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.13C
01/11/2024 18:15:24 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.13C
01/11/2024 18:15:26 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.13C
01/11/2024 18:15:29 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.13C
01/11/2024 18:15:31 35.38C, 33.44C, 33.06C, 34.00C, 36.69C, 34.19C
01/11/2024 18:15:34 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.19C
01/11/2024 18:15:36 35.38C, 33.44C, 33.06C, 34.00C, 36.75C, 34.19C
01/11/2024 18:15:38 35.38C, 33.50C, 33.06C, 34.00C, 36.75C, 34.19C
01/11/2024 18:15:41 35.38C, 33.50C, 33.13C, 34.00C, 36.69C, 34.19C
01/11/2024 18:15:43 35.44C, 33.50C, 33.13C, 34.00C, 36.69C, 34.19C
01/11/2024 18:15:46 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:15:48 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.19C
01/11/2024 18:15:51 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:15:53 35.38C, 33.50C, 33.13C, 34.06C, 36.75C, 34.25C
01/11/2024 18:15:55 35.38C, 33.50C, 33.13C, 34.06C, 36.75C, 34.25C
01/11/2024 18:15:58 35.38C, 33.50C, 33.13C, 34.06C, 36.75C, 34.19C
01/11/2024 18:16:00 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:03 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:05 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:07 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:10 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:12 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:15 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:17 35.38C, 33.50C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:20 35.38C, 33.56C, 33.13C, 34.06C, 36.75C, 34.25C
01/11/2024 18:16:22 35.38C, 33.56C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:24 35.38C, 33.50C, 33.13C, 34.00C, 36.81C, 34.25C
01/11/2024 18:16:27 35.44C, 33.56C, 33.13C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:29 35.44C, 33.56C, 33.06C, 34.00C, 36.75C, 34.25C
01/11/2024 18:16:32 35.38C, 33.56C, 33.06C, 34.06C, 36.75C, 34.25C
01/11/2024 18:16:34 35.44C, 33.50C, 33.06C, 34.00C, 36.81C, 34.25C
01/11/2024 18:16:37 35.44C, 33.50C, 33.13C, 34.00C, 36.88C, 34.25C
01/11/2024 18:16:39 35.44C, 33.50C, 33.06C, 34.06C, 36.81C, 34.25C
01/11/2024 18:16:41 35.44C, 33.56C, 33.06C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:44 35.44C, 33.50C, 33.06C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:46 35.44C, 33.50C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:49 35.44C, 33.50C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:51 35.44C, 33.56C, 33.06C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:53 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:56 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:16:58 35.38C, 33.56C, 33.06C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:01 35.38C, 33.56C, 33.06C, 34.00C, 36.81C, 34.31C
01/11/2024 18:17:03 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:06 35.44C, 33.50C, 33.13C, 34.00C, 36.81C, 34.31C
01/11/2024 18:17:08 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:10 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:13 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:15 35.38C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:18 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:20 35.38C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:23 35.44C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:25 35.38C, 33.56C, 33.13C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:27 35.44C, 33.56C, 33.13C, 34.06C, 36.88C, 34.31C
01/11/2024 18:17:30 35.38C, 33.56C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:32 35.44C, 33.56C, 33.06C, 34.06C, 36.81C, 34.31C
01/11/2024 18:17:35 35.44C, 33.63C, 33.06C, 34.06C, 36.81C, 34.38C
01/11/2024 18:17:37 35.44C, 33.56C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:40 35.44C, 33.56C, 33.06C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:42 35.38C, 33.56C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:44 35.44C, 33.63C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:47 35.44C, 33.63C, 33.13C, 34.06C, 36.81C, 34.38C
01/11/2024 18:17:49 35.44C, 33.63C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:52 35.44C, 33.63C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:54 35.44C, 33.56C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:56 35.44C, 33.63C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:17:59 35.44C, 33.63C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:18:01 35.44C, 33.63C, 33.13C, 34.13C, 36.88C, 34.38C
01/11/2024 18:18:04 35.44C, 33.63C, 33.13C, 34.06C, 36.88C, 34.38C
01/11/2024 18:18:06 35.44C, 33.56C, 33.13C, 34.13C, 36.88C, 34.38C
01/11/2024 18:18:09 35.44C, 33.63C, 33.19C, 34.06C, 36.88C, 34.38C
01/11/2024 18:18:11 35.44C, 33.56C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:18:13 35.44C, 33.63C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:18:16 35.50C, 33.63C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:18:18 35.44C, 33.56C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:21 35.44C, 33.63C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:18:23 35.44C, 33.63C, 33.19C, 34.06C, 36.94C, 34.38C
01/11/2024 18:18:26 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:28 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:30 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:33 35.44C, 33.63C, 33.19C, 34.06C, 36.94C, 34.38C
01/11/2024 18:18:35 35.44C, 33.63C, 33.19C, 34.06C, 36.94C, 34.38C
01/11/2024 18:18:38 35.44C, 33.63C, 33.19C, 34.06C, 36.94C, 34.38C
01/11/2024 18:18:40 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:42 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:45 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:47 35.44C, 33.63C, 33.25C, 34.13C, 36.94C, 34.38C
01/11/2024 18:18:50 35.44C, 33.63C, 33.19C, 34.06C, 36.94C, 34.38C
01/11/2024 18:18:52 35.44C, 33.63C, 33.19C, 34.13C, 37.00C, 34.38C
01/11/2024 18:18:55 35.44C, 33.63C, 33.19C, 34.13C, 37.00C, 34.38C
01/11/2024 18:18:57 35.44C, 33.63C, 33.19C, 34.13C, 37.00C, 34.38C
01/11/2024 18:18:59 35.44C, 33.63C, 33.25C, 34.06C, 37.00C, 34.38C
01/11/2024 18:19:02 35.50C, 33.63C, 33.19C, 34.06C, 37.00C, 34.38C
01/11/2024 18:19:04 35.50C, 33.63C, 33.19C, 34.13C, 37.00C, 34.38C
01/11/2024 18:19:07 35.44C, 33.63C, 33.19C, 34.13C, 37.00C, 34.38C
01/11/2024 18:19:09 35.50C, 33.63C, 33.19C, 34.13C, 37.00C, 34.38C
01/11/2024 18:19:12 35.50C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:14 35.50C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:16 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:19 35.44C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:21 35.50C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:24 35.50C, 33.63C, 33.13C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:26 35.50C, 33.63C, 33.13C, 34.13C, 36.94C, 34.31C
01/11/2024 18:19:28 35.50C, 33.63C, 33.19C, 34.13C, 36.94C, 34.38C
01/11/2024 18:19:31 35.50C, 33.63C, 33.19C, 34.19C, 36.94C, 34.38C
01/11/2024 18:19:33 35.50C, 33.63C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:19:36 35.50C, 33.63C, 33.19C, 34.19C, 36.88C, 34.38C
01/11/2024 18:19:38 35.50C, 33.63C, 33.19C, 34.19C, 36.88C, 34.31C
01/11/2024 18:19:41 35.50C, 33.63C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:19:43 35.50C, 33.63C, 33.19C, 34.13C, 36.88C, 34.38C
01/11/2024 18:19:45 35.50C, 33.63C, 33.25C, 34.13C, 36.88C, 34.38C
01/11/2024 18:19:48 35.50C, 33.63C, 33.25C, 34.19C, 36.88C, 34.31C
01/11/2024 18:19:50 35.50C, 33.63C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:19:53 35.50C, 33.69C, 33.25C, 34.19C, 36.88C, 34.31C
01/11/2024 18:19:55 35.50C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:19:58 35.56C, 33.69C, 33.25C, 34.13C, 36.88C, 34.31C
01/11/2024 18:20:00 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:02 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:05 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:07 35.56C, 33.69C, 33.25C, 34.19C, 36.94C, 34.31C
01/11/2024 18:20:10 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:12 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:15 35.56C, 33.69C, 33.31C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:17 35.56C, 33.69C, 33.31C, 34.19C, 36.94C, 34.38C
01/11/2024 18:20:19 35.56C, 33.69C, 33.31C, 34.19C, 36.94C, 34.38C
01/11/2024 18:20:22 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:24 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.38C
01/11/2024 18:20:27 35.56C, 33.69C, 33.31C, 34.19C, 36.94C, 34.38C
01/11/2024 18:20:29 35.56C, 33.69C, 33.31C, 34.19C, 36.94C, 34.31C
01/11/2024 18:20:31 35.56C, 33.69C, 33.31C, 34.19C, 36.94C, 34.31C
01/11/2024 18:20:34 35.56C, 33.69C, 33.31C, 34.19C, 36.88C, 34.31C
01/11/2024 18:20:36 35.56C, 33.69C, 33.25C, 34.25C, 36.88C, 34.31C
01/11/2024 18:20:39 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.31C
01/11/2024 18:20:41 35.56C, 33.69C, 33.31C, 34.19C, 36.88C, 34.31C
01/11/2024 18:20:44 35.56C, 33.69C, 33.25C, 34.19C, 36.88C, 34.31C
01/11/2024 18:20:46 35.56C, 33.69C, 33.25C, 34.19C, 36.94C, 34.31C
01/11/2024 18:20:48 35.56C, 33.69C, 33.25C, 34.19C, 36.94C, 34.31C
01/11/2024 18:20:51 35.56C, 33.69C, 33.25C, 34.19C, 36.94C, 34.31C
01/11/2024 18:20:53 35.56C, 33.69C, 33.25C, 34.19C, 36.94C, 34.38C
01/11/2024 18:20:56 35.56C, 33.69C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:20:58 35.56C, 33.69C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:01 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:03 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:05 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.31C
01/11/2024 18:21:08 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:10 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:13 35.56C, 33.75C, 33.31C, 34.25C, 36.94C, 34.31C
01/11/2024 18:21:15 35.56C, 33.75C, 33.31C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:17 35.56C, 33.75C, 33.31C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:20 35.63C, 33.75C, 33.31C, 34.25C, 36.94C, 34.31C
01/11/2024 18:21:22 35.56C, 33.75C, 33.31C, 34.25C, 36.94C, 34.31C
01/11/2024 18:21:25 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:27 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:30 35.56C, 33.75C, 33.31C, 34.31C, 36.94C, 34.38C
01/11/2024 18:21:32 35.56C, 33.75C, 33.25C, 34.25C, 36.94C, 34.38C
01/11/2024 18:21:34 35.63C, 33.75C, 33.25C, 34.31C, 36.94C, 34.38C
01/11/2024 18:21:37 35.63C, 33.75C, 33.25C, 34.25C, 37.00C, 34.38C
01/11/2024 18:21:39 35.56C, 33.75C, 33.25C, 34.31C, 36.94C, 34.38C
01/11/2024 18:21:42 35.56C, 33.75C, 33.25C, 34.31C, 37.00C, 34.38C
01/11/2024 18:21:44 35.63C, 33.75C, 33.25C, 34.31C, 37.00C, 34.38C
01/11/2024 18:21:47 35.63C, 33.81C, 33.25C, 34.31C, 36.94C, 34.38C
01/11/2024 18:21:49 35.63C, 33.81C, 33.19C, 34.31C, 37.00C, 34.44C
01/11/2024 18:21:51 35.63C, 33.75C, 33.25C, 34.31C, 37.00C, 34.38C
01/11/2024 18:21:54 35.63C, 33.81C, 33.25C, 34.31C, 37.06C, 34.38C
01/11/2024 18:21:56 35.63C, 33.81C, 33.25C, 34.31C, 37.06C, 34.38C
01/11/2024 18:21:59 35.63C, 33.81C, 33.25C, 34.31C, 37.06C, 34.44C
01/11/2024 18:22:01 35.63C, 33.75C, 33.25C, 34.31C, 37.06C, 34.44C
01/11/2024 18:22:04 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.44C
01/11/2024 18:22:06 35.69C, 33.81C, 33.25C, 34.31C, 37.06C, 34.44C
01/11/2024 18:22:08 35.63C, 33.81C, 33.25C, 34.31C, 37.06C, 34.38C
01/11/2024 18:22:11 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.44C
01/11/2024 18:22:13 35.63C, 33.75C, 33.25C, 34.31C, 37.06C, 34.38C
01/11/2024 18:22:16 35.63C, 33.75C, 33.25C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:18 35.63C, 33.81C, 33.25C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:20 35.63C, 33.81C, 33.19C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:23 35.69C, 33.75C, 33.25C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:25 35.69C, 33.75C, 33.25C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:28 35.63C, 33.81C, 33.19C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:30 35.63C, 33.75C, 33.19C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:33 35.69C, 33.75C, 33.25C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:35 35.63C, 33.75C, 33.19C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:37 35.63C, 33.75C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:22:40 35.69C, 33.75C, 33.19C, 34.31C, 37.19C, 34.44C
01/11/2024 18:22:42 35.69C, 33.81C, 33.25C, 34.38C, 37.13C, 34.44C
01/11/2024 18:22:45 35.63C, 33.75C, 33.25C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:47 35.63C, 33.75C, 33.25C, 34.38C, 37.13C, 34.44C
01/11/2024 18:22:50 35.63C, 33.75C, 33.25C, 34.38C, 37.13C, 34.44C
01/11/2024 18:22:52 35.63C, 33.75C, 33.19C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:54 35.63C, 33.75C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:22:57 35.63C, 33.75C, 33.19C, 34.31C, 37.13C, 34.44C
01/11/2024 18:22:59 35.63C, 33.75C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:23:02 35.63C, 33.75C, 33.25C, 34.38C, 37.13C, 34.44C
01/11/2024 18:23:04 35.63C, 33.75C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:23:07 35.56C, 33.75C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:23:09 35.63C, 33.75C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:23:11 35.63C, 33.75C, 33.19C, 34.31C, 37.13C, 34.38C
01/11/2024 18:23:14 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:16 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:19 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:21 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:23 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:26 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:28 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:31 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:33 35.56C, 33.75C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:23:36 35.63C, 33.75C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:38 35.63C, 33.81C, 33.13C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:40 35.63C, 33.75C, 33.19C, 34.38C, 37.06C, 34.38C
01/11/2024 18:23:43 35.63C, 33.81C, 33.19C, 34.31C, 37.06C, 34.38C
01/11/2024 18:23:45 35.63C, 33.75C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:23:48 35.63C, 33.81C, 33.19C, 34.38C, 37.06C, 34.38C
